アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,58,38.7%,安打,49,68.1%
フライ,41,27.3%,四死球,22,30.6%
空三振,32,21.3%,失策出塁,1,1.4%
見三振,15,10.0%,野選,0,0.0%
犠打,4,2.7%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
