条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.2,95,80,16,1,0,2,19,8,2,4,1
対左打者,0.243,85,74,18,2,0,1,17,10,1,0,0
