球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ベルーナドーム,2.18,22,0,22,1,1,17,0,18,1,1,1,20.2,21,1,15,7,1,5,5,1.35,0.276,-,4.13
みずほPayPay,0.00,2,0,2,0,0,1,0,1,0,0,0,2.0,0,0,2,1,0,0,0,0.5,0.0,-,99.00
エスコンＦ,4.91,4,0,4,0,1,2,0,2,0,0,1,3.2,3,1,3,3,1,2,2,1.64,0.25,-,1.83
ZOZOマリン,0.00,3,0,3,0,0,1,0,1,0,0,0,2.2,1,0,2,0,0,0,0,0.38,0.125,-,99.00
楽天モバイル,0.00,5,0,5,0,0,4,0,4,0,0,0,4.1,4,0,7,2,0,0,0,1.38,0.235,-,99.00
京セラD大阪,0.00,3,0,3,0,0,3,0,3,0,0,0,3.0,0,0,2,1,1,1,0,0.33,0.0,-,3.00
Pa その他,0.00,5,0,5,1,0,4,0,5,1,1,0,5.0,1,0,4,2,0,0,0,0.6,0.067,-,99.00
東京ドーム,33.75,2,0,2,0,1,0,0,0,0,0,1,1.1,4,1,0,2,0,5,5,4.5,0.5,-,0.27
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
横浜,0.00,1,0,1,0,0,1,0,1,0,0,0,1.0,0,0,1,0,0,0,0,0.0,0.0,-,99.00
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
