アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,46,37.1%,安打,34,60.7%
フライ,38,30.6%,四死球,21,37.5%
空三振,30,24.2%,失策出塁,1,1.8%
見三振,6,4.8%,野選,0,0.0%
犠打,4,3.2%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
