種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,1.96,25,0,25,1,1,19,0,20,1,1,1,23.0,21,1,16,8,1,5,5,1.26,0.253,-,4.6
Visitor,3.05,22,0,22,1,2,14,0,15,1,1,2,20.2,13,2,20,10,2,8,7,1.11,0.183,-,2.58
