球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,359,55.1%,155.2,18,46,80,128,40.1%,9.7%,.281,89,25,1,6,10,1
フォーク,231,35.5%,138.8,65,33,24,77,52.8%,53.7%,.133,60,8,2,29,4,1
スライダー,53,8.1%,137.3,8,12,1,28,39.6%,61.5%,.250,4,1,0,0,3,1
カーブ,5,0.8%,117.3,0,2,0,3,40.0%,-%,-,0,0,0,0,0,0
ナックルカーブ,3,0.5%,121.7,1,0,0,2,33.3%,100.0%,.000,1,0,0,1,0,0
