条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.244,48,41,10,1,0,1,13,6,0,1,0
対左打者,0.12,58,50,6,0,0,0,15,6,0,2,0
