背番,名前,腕,最終登板,防御率,試合,先発,救援,連投(試),連投(日),勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,完投,完封,無四球,勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,詳細URL,nf3_player_id
56,E.ラミレス,右,10/3,1.01,27,0,27,0,0,1,0,7,0,8,1,1,0,0,0,0,1.000,26.2,106,397,14.9,16,1,28,12,1,0,2,0,3,3,https://nf3.sakura.ne.jp/Pacific/L/p/56_stat.htm,56
