球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,223,56.2%,150.2,17,29,48,81,42.2%,15.0%,0.214,56,12,1,11,7,0
スプリット,111,28.0%,133.8,26,13,15,43,48.6%,47.3%,0.13,23,3,0,9,3,0
ナックルカーブ,63,15.9%,124.4,12,20,4,23,57.1%,60.0%,0.083,12,1,0,8,1,0
