球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
楽天モバイル,6.27,17,0,17,0,1,2,0,2,0,0,1,18.2,19,3,12,8,0,13,13,1.45,.271,-,1.44
みずほPayPay,7.20,6,0,6,0,1,0,0,0,0,0,1,5.0,4,1,2,6,2,4,4,2.0,.235,-,1.25
エスコンＦ,0.00,3,0,3,1,0,0,0,1,1,1,0,2.1,0,0,3,2,0,0,0,0.86,.000,-,99.00
ZOZOマリン,0.00,2,0,2,0,0,1,0,1,0,0,0,2.1,1,0,0,1,0,0,0,0.86,.125,-,99.00
京セラD大阪,0.00,3,0,3,0,0,1,0,1,0,0,0,2.2,4,0,0,0,0,0,0,1.5,.308,-,99.00
ベルーナドーム,0.00,5,1,4,0,0,0,0,0,0,0,0,6.0,4,0,3,1,1,0,0,0.83,.190,0.00,99.00
Pa その他,0.00,2,0,2,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0.0,-,-,99.00
東京ドーム,0.00,2,0,2,0,0,0,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0.0,.000,-,99.00
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,.000,-,-
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,.000,-,-
マツダスタジアム,0.00,1,0,1,0,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1.0,.250,-,99.00
神宮,0.00,1,0,1,0,0,1,0,1,0,0,0,1.0,0,0,1,0,0,0,0,0.0,.000,-,99.00
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,.000,-,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,.000,-,-
