チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ソフトバンク,0.227,9,23,22,3,5,0,0,1,8,1,6,0,0,1,0,0,1,0,0,0.261,0.364,0.625
日本ハム,0.1,6,12,10,1,1,0,0,0,1,1,4,1,0,0,0,1,1,0,0,0.167,0.1,0.267
ロッテ,0.286,5,15,14,2,4,0,0,0,4,0,1,1,0,0,0,0,2,0,0,0.333,0.286,0.619
オリックス,0.0,2,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0
西武,0.182,6,11,11,1,2,1,0,0,3,0,3,0,0,0,0,0,1,0,0,0.182,0.273,0.455
