アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,16,26.2%,安打,15,78.9%
フライ,24,39.3%,四死球,3,15.8%
空三振,20,32.8%,失策出塁,1,5.3%
見三振,1,1.6%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
