アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,5,26.3%,安打,13,65.0%
フライ,8,42.1%,四死球,6,30.0%
空三振,2,10.5%,失策出塁,1,5.0%
見三振,2,10.5%,野選,0,0.0%
犠打,2,10.5%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
