打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,125,32,0.256,0,18,13,0,0,0.326
2打席目,125,34,0.272,1,15,13,0,0,0.341
3打席目,122,37,0.303,0,11,15,0,1,0.377
4打席目,123,35,0.285,1,28,13,0,2,0.348
5打席目以上,77,22,0.286,1,16,7,0,0,0.345
