左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
33.5% (160),33.5% (160),33.5% (160),21.0% (100),21.0% (100),21.0% (100),45.5% (217),45.5% (217),45.5% (217)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
39.5% (62),0.0% (0),30.9% (98),28.0% (44),0.0% (0),17.7% (56),32.5% (51),100.0% (3),51.4% (163)
