条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.288,430,393,113,19,1,1,1,55,36,1,0,0,0.349
1塁,0.314,58,51,16,3,0,2,4,6,7,0,0,0,0.397
2塁,0.306,56,49,15,1,0,0,8,8,7,0,0,0,0.393
3塁,0.083,16,12,1,0,0,0,3,4,1,1,0,2,0.188
1・2塁,0.265,38,34,9,2,2,0,6,4,4,0,0,0,0.342
1・3塁,0.4,11,10,4,0,0,0,4,2,1,0,0,0,0.455
2・3塁,0.1,14,10,1,0,0,0,4,4,4,0,0,0,0.357
満塁,0.071,15,14,1,0,1,0,4,5,0,0,0,1,0.067
得点圏,0.24,150,129,31,3,3,0,29,27,17,1,0,3,0.327
