条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.283,370,336,95,16,1,3,59,31,0,0,3
対左投手,0.274,268,237,65,9,3,0,29,29,2,0,0
