アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,200,49.0%,安打,160,69.6%
フライ,120,29.4%,四死球,62,27.0%
空三振,73,17.9%,失策出塁,8,3.5%
見三振,15,3.7%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
