チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ソフトバンク,0.0,4,11,10,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0.091,0.0,0.091
日本ハム,0.214,4,16,14,1,3,0,0,1,6,1,4,2,0,0,0,0,0,0,0,0.313,0.429,0.741
楽天,0.2,6,16,15,0,3,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0.25,0.267,0.517
オリックス,0.0,3,11,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0
西武,0.556,3,10,9,1,5,1,0,0,6,2,1,0,0,1,0,0,0,0,0,0.6,0.667,1.267
