アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,14,30.4%,安打,11,61.1%
フライ,23,50.0%,四死球,5,27.8%
空三振,7,15.2%,失策出塁,2,11.1%
見三振,2,4.3%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
