左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
47.9% (23),47.9% (23),47.9% (23),27.1% (13),27.1% (13),27.1% (13),25.0% (12),25.0% (12),25.0% (12)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
40.0% (4),100.0% (1),48.6% (18),40.0% (4),0.0% (0),24.3% (9),20.0% (2),0.0% (0),27.0% (10)
