左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
26.9% (18),26.9% (18),26.9% (18),32.8% (22),32.8% (22),32.8% (22),40.3% (27),40.3% (27),40.3% (27)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
21.1% (4),- (0),29.2% (14),47.4% (9),- (0),27.1% (13),31.6% (6),- (0),43.8% (21)
