打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.176,7,18,17,1,3,0,0,0,3,1,8,1,0,0,0,0,0,0,0,0.222,0.176,0.399
Nighter,0.198,32,92,81,6,16,3,0,0,19,2,23,2,0,4,5,0,1,0,0,0.253,0.235,0.487
