球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,388,49.5%,147.6,18,85,100,114,52.3%,9.5%,.260,77,20,0,15,8,2
フォーク,68,8.7%,137.5,12,8,7,24,39.7%,33.3%,.208,24,5,0,7,0,0
カットボール,64,8.2%,139.6,5,12,11,21,43.8%,16.1%,.412,17,7,0,2,2,0
スライダー,58,7.4%,131.0,6,11,7,23,41.4%,25.0%,.308,13,4,0,2,1,0
カーブ,51,6.5%,119.7,1,14,8,22,45.1%,6.7%,.167,6,1,0,0,0,0
チェンジアップ,46,5.9%,131.2,6,6,10,15,47.8%,24.0%,.500,10,5,0,1,0,1
ツーシーム,41,5.2%,144.1,3,12,3,13,43.9%,18.8%,.231,13,3,0,3,1,0
スプリット,33,4.2%,139.0,3,6,4,14,39.4%,23.1%,.250,8,2,0,2,0,0
シュート,10,1.3%,143.1,0,3,1,3,40.0%,0.0%,.000,3,0,0,0,0,0
縦スライダー,9,1.1%,130.1,1,2,2,1,55.6%,16.7%,.000,4,0,0,1,0,0
シンカー,9,1.1%,127.0,0,3,3,1,66.7%,0.0%,.000,2,0,0,0,0,0
ナックルカーブ,5,0.6%,125.6,2,0,1,2,60.0%,66.7%,-,0,0,0,0,0,0
パワーカーブ,2,0.3%,124.5,0,0,0,1,0.0%,0.0%,.000,1,0,0,0,0,0
