打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,48,15,0.313,0,10,5,4,0,0.377
2打席目,50,14,0.28,0,7,3,3,1,0.315
3打席目,44,10,0.227,0,11,4,1,0,0.292
4打席目,24,6,0.25,0,4,2,0,0,0.308
5打席目以上,1,0,0.0,0,0,0,0,0,0.0
