球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,104,49.8%,148.8,4,17,20,44,39.4%,9.3%,.238,21,5,0,3,4,0
チェンジアップ,52,24.9%,131.4,10,18,5,12,63.5%,45.5%,.182,11,2,2,4,2,0
スプリット,37,17.7%,130.5,5,1,6,15,32.4%,23.8%,.417,12,5,0,2,0,0
スライダー,13,6.2%,132.2,1,3,3,4,53.8%,16.7%,.000,3,0,0,1,0,0
カーブ,3,1.4%,110.0,0,0,0,3,0.0%,-%,-,0,0,0,0,0,0
