アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,9,25.0%,安打,12,66.7%
フライ,16,44.4%,四死球,6,33.3%
空三振,7,19.4%,失策出塁,0,0.0%
見三振,3,8.3%,野選,0,0.0%
犠打,1,2.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
