打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,59,12,0.203,0,13,3,1,0,0.242
2打席目,54,10,0.185,0,12,6,2,1,0.262
3打席目,56,8,0.143,0,14,3,1,0,0.186
4打席目,44,14,0.318,0,15,3,4,1,0.354
5打席目以上,17,8,0.471,2,3,1,1,0,0.5
