球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
カットボール,113,52.6%,143.1,14,14,23,41,45.1%,24.1%,.240,25,6,0,4,3,0
ツーシーム,88,40.9%,149.3,4,14,16,33,38.6%,9.8%,.304,23,7,1,2,2,0
ストレート,9,4.2%,149.7,0,1,1,4,22.2%,0.0%,1.000,3,3,0,0,1,0
スライダー,3,1.4%,134.7,0,0,1,1,33.3%,0.0%,.000,1,0,0,0,0,0
スプリット,2,0.9%,142.5,0,0,0,2,0.0%,-%,-,0,0,0,0,0,0
