アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,14,40.0%,安打,16,69.6%
フライ,15,42.9%,四死球,6,26.1%
空三振,5,14.3%,失策出塁,1,4.3%
見三振,1,2.9%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
