防御率4.01,試合21,先発21,救援0,連投(試)0,連投(日)0,勝利8,敗戦8,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投1,完封0,無四球1
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.500,114.1,486,1843,16.1,125,7,102,25,1,8,3,0,55,51,1.31,42.9%
