アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,109,33.6%,安打,125,77.2%
フライ,111,34.3%,四死球,33,20.4%
空三振,86,26.5%,失策出塁,4,2.5%
見三振,16,4.9%,野選,0,0.0%
犠打,2,0.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
