球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
京セラD大阪,4.68,10,10,0,2,5,0,0,0,0,0,0,50.0,64,2,42,11,5,28,26,1.5,0.323,4.04,-
みずほPayPay,11.25,1,1,0,0,1,0,0,0,0,0,0,4.0,9,1,3,1,0,5,5,2.5,0.474,3.60,-
エスコンＦ,0.00,1,1,0,1,0,0,0,0,0,0,0,8.0,6,0,10,1,0,0,0,0.88,0.207,6.00,-
ZOZOマリン,3.00,2,2,0,1,1,0,0,0,0,0,0,9.0,10,0,10,4,1,4,3,1.56,0.278,3.27,-
楽天モバイル,0.00,1,1,0,1,0,0,0,0,0,0,0,7.0,4,0,7,2,0,0,0,0.86,0.16,4.50,-
ベルーナドーム,1.00,1,1,0,1,0,0,0,0,0,0,0,9.0,4,1,6,0,0,1,1,0.44,0.133,3.00,-
Pa その他,5.00,3,3,0,1,0,0,0,0,0,0,0,18.0,18,1,15,4,2,11,10,1.22,0.25,9.47,-
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
甲子園,9.00,1,1,0,0,1,0,0,0,0,0,0,4.0,4,1,4,0,0,4,4,1.0,0.25,1.80,-
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
神宮,3.38,1,1,0,1,0,0,0,0,0,0,0,5.1,6,1,5,2,0,2,2,1.5,0.273,6.00,-
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
