条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.222,13,9,2,0,0,0,0,1,1,1,1,.333
1-0より,1.000,3,3,3,0,0,0,0,0,0,0,0,1.000
2-0より,1.000,1,1,1,0,0,1,0,0,0,0,0,1.000
3-0より,-,0,0,0,0,0,0,0,0,0,0,0,-
0-1より,.250,9,8,2,2,0,0,0,0,1,0,0,.333
1-1より,.273,11,11,3,2,0,0,0,0,0,0,0,.273
2-1より,1.000,1,1,1,1,0,0,0,0,0,0,0,1.000
3-1より,.000,3,2,0,0,0,0,0,1,0,0,0,.333
0-2より,.375,8,8,3,0,0,0,3,0,0,0,0,.375
1-2より,.200,10,10,2,0,0,1,5,0,0,0,0,.200
2-2より,.500,13,12,6,1,0,0,4,0,1,0,0,.538
3-2より,.400,9,5,2,0,0,0,1,4,0,0,0,.667
