球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,172,56.2%,148.5,14,31,40,54,49.4%,16.1%,0.41,39,16,1,8,4,1
スライダー,81,26.5%,127.0,5,16,11,33,39.5%,15.6%,0.278,18,5,1,2,1,2
フォーク,46,15.0%,138.6,11,3,16,8,65.2%,31.4%,0.273,11,3,0,3,0,0
カットボール,7,2.3%,137.0,0,1,1,3,28.6%,0.0%,0.5,2,1,0,0,0,0
