球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
神宮,.225,40,49,40,0,9,3,0,0,12,4,10,8,0,0,1,0,1,0,0,.354,.300,0.654
東京ドーム,.375,6,9,8,0,3,0,0,0,3,1,0,1,0,0,0,0,0,0,0,.444,.375,0.819
甲子園,.000,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
横浜,.333,7,10,9,1,3,0,0,0,3,1,3,1,0,0,0,0,0,0,0,.400,.333,0.733
マツダスタジアム,.200,5,8,5,0,1,0,0,0,1,1,1,2,1,1,0,0,0,0,0,.500,.200,0.7
バンテリンドーム,.500,7,7,6,0,3,0,0,0,3,2,0,1,0,0,0,0,0,0,0,.571,.500,1.071
Ce その他,.000,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,.000,2,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,.000,.000,0.0
ZOZOマリン,1.000,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000,1.000,2.0
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.200,5,5,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,.200,.200,0.4
ベルーナドーム,.333,2,8,6,2,2,1,0,0,3,0,1,1,0,0,1,0,0,0,0,.429,.500,0.929
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
