左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
27.5% (19),27.5% (19),27.5% (19),23.2% (16),23.2% (16),23.2% (16),49.3% (34),49.3% (34),49.3% (34)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
26.1% (6),- (0),28.3% (13),43.5% (10),- (0),13.0% (6),30.4% (7),- (0),58.7% (27)
