左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
54.9% (67),54.9% (67),54.9% (67),22.1% (27),22.1% (27),22.1% (27),23.0% (28),23.0% (28),23.0% (28)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
47.2% (17),100.0% (2),57.1% (48),36.1% (13),0.0% (0),16.7% (14),16.7% (6),0.0% (0),26.2% (22)
