アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,42,34.1%,安打,38,73.1%
フライ,42,34.1%,四死球,12,23.1%
空三振,30,24.4%,失策出塁,2,3.8%
見三振,4,3.3%,野選,0,0.0%
犠打,5,4.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
