打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,42,6,0.143,1,14,3,1,0,0.2
2打席目,42,9,0.214,0,10,2,2,0,0.25
3打席目,33,9,0.273,0,3,4,0,0,0.351
4打席目,22,8,0.364,0,4,2,1,0,0.417
5打席目以上,4,1,0.25,0,0,0,0,0,0.25
