球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
エスコンＦ,.235,32,77,68,4,16,3,0,0,19,6,16,3,0,1,5,0,0,0,0,.278,.279,0.557
みずほPayPay,.308,4,13,13,0,4,1,0,0,5,1,6,0,0,0,0,0,0,0,0,.308,.385,0.692
ZOZOマリン,.158,5,20,19,0,3,1,0,0,4,2,2,1,0,0,0,0,0,0,0,.200,.211,0.411
楽天モバイル,.400,6,16,15,2,6,0,0,1,9,1,3,1,0,0,0,0,0,0,0,.438,.600,1.038
京セラD大阪,.250,4,13,12,0,3,0,0,0,3,0,4,0,0,1,0,0,0,0,0,.308,.250,0.558
ベルーナドーム,.182,6,12,11,0,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,.250,.182,0.432
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
東京ドーム,.300,3,11,10,1,3,0,0,1,6,1,1,1,0,0,0,0,0,0,0,.364,.600,0.964
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,.000,3,9,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,.333,.000,0.333
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
バンテリンドーム,.250,1,4,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,.250,.250,0.5
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
