打率.241,試合64,打席175,打数158,得点7,安打38,内安3,内安率7.9,２Ｂ5,３Ｂ0,本塁2,HR勝敗2-0-0,塁打49,打点11,三振34
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
10,0,2,5,0,0,0,-,0,0,5,.195,.294,.310,.604
