球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,309,46.5%,147.5,18,65,68,89,48.9%,11.6%,.293,75,22,2,10,6,1
スライダー,92,13.9%,130.1,15,16,17,33,52.2%,34.9%,.176,17,3,0,6,1,0
フォーク,55,8.3%,136.5,12,0,8,25,36.4%,40.0%,.214,14,3,0,5,0,0
カットボール,54,8.1%,137.8,6,2,11,18,35.2%,17.6%,.333,18,6,0,1,2,0
カーブ,38,5.7%,116.8,3,11,5,13,50.0%,21.4%,.000,7,0,0,1,0,0
チェンジアップ,38,5.7%,131.1,8,3,7,20,47.4%,53.3%,.000,5,0,0,5,1,0
ツーシーム,35,5.3%,138.0,3,3,11,13,48.6%,15.8%,.600,5,3,0,0,0,0
スプリット,16,2.4%,139.5,8,0,3,2,68.8%,57.1%,.000,8,0,0,5,0,0
縦スライダー,7,1.1%,129.3,0,2,1,1,42.9%,0.0%,.000,3,0,0,0,0,0
シュート,7,1.1%,137.7,0,3,1,1,57.1%,0.0%,.500,2,1,0,0,0,0
ナックルカーブ,6,0.9%,126.3,1,0,1,1,33.3%,20.0%,.000,3,0,0,0,0,0
シンカー,5,0.8%,129.8,1,0,1,3,40.0%,50.0%,.000,1,0,0,1,0,1
パワーカーブ,2,0.3%,119.5,0,0,0,2,0.0%,-%,-,0,0,0,0,0,0
