条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.400,27,25,10,1,0,0,0,0,0,2,0,0.4
1-0より,.200,10,10,2,0,0,1,0,0,0,0,0,0.2
2-0より,.200,5,5,1,0,0,0,0,0,0,0,0,0.2
3-0より,-,2,0,0,0,0,0,0,2,0,0,0,1.0
0-1より,.125,10,8,1,0,0,0,0,0,0,2,0,0.125
1-1より,.333,13,12,4,1,0,0,0,0,0,1,0,0.333
2-1より,.500,4,4,2,0,0,0,0,0,0,0,0,0.5
3-1より,.500,7,4,2,1,0,1,0,3,0,0,0,0.714
0-2より,.125,17,16,2,0,0,0,7,0,1,0,0,0.176
1-2より,.143,35,35,5,1,0,0,16,0,0,0,0,0.143
2-2より,.241,29,29,7,0,0,0,8,0,0,0,0,0.241
3-2より,.200,16,10,2,1,0,0,3,5,1,0,0,0.5
