条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.281,68,64,18,2,0,0,0,0,0,4,0,0.281
1-0より,0.351,37,37,13,3,0,0,0,0,0,0,0,0.351
2-0より,0.25,5,4,1,0,0,0,0,0,0,1,0,0.25
3-0より,0.333,4,3,1,0,0,1,0,1,0,0,0,0.5
0-1より,0.321,60,56,18,2,0,1,0,0,3,1,0,0.356
1-1より,0.381,63,63,24,2,0,4,0,0,0,0,0,0.381
2-1より,0.4,20,20,8,2,0,0,0,0,0,0,0,0.4
3-1より,0.333,6,3,1,0,0,0,0,3,0,0,0,0.667
0-2より,0.11,75,73,8,3,0,0,50,0,2,0,0,0.133
1-2より,0.149,95,94,14,1,0,0,48,0,0,0,1,0.147
2-2より,0.181,95,94,17,3,0,0,39,0,1,0,0,0.189
3-2より,0.2,87,60,12,4,0,0,28,26,0,0,1,0.437
