左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
41.3% (19),41.3% (19),41.3% (19),17.4% (8),17.4% (8),17.4% (8),41.3% (19),41.3% (19),41.3% (19)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
45.5% (5),- (0),40.0% (14),27.3% (3),- (0),14.3% (5),27.3% (3),- (0),45.7% (16)
