条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.253,259,241,61,11,1,4,41,11,0,6,1
対左打者,0.2,189,170,34,2,2,0,40,14,2,3,0
