種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,1.56,17,11,6,5,3,0,0,0,0,0,1,75.0,59,1,61,13,0,17,13,0.96,0.216,3.14,2.67
Nighter,3.86,11,6,5,0,4,1,0,1,0,0,0,35.0,36,3,20,12,2,19,15,1.37,0.261,3.38,-
