条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.268,49,41,11,2,1,1,0,1,0,7,0,0.286
1-0より,.242,35,33,8,2,0,0,0,0,0,2,0,0.242
2-0より,.333,7,6,2,0,0,0,0,1,0,0,0,0.429
3-0より,-,3,0,0,0,0,0,0,3,0,0,0,1.0
0-1より,.235,36,34,8,1,0,0,0,0,1,0,1,0.25
1-1より,.304,57,56,17,2,1,0,0,0,1,0,0,0.316
2-1より,.273,22,22,6,1,0,1,0,0,0,0,0,0.273
3-1より,.333,12,6,2,0,0,0,0,6,0,0,0,0.667
0-2より,.103,29,29,3,0,0,0,14,0,0,0,0,0.103
1-2より,.127,79,79,10,2,0,0,31,0,0,0,0,0.127
2-2より,.231,65,65,15,1,1,1,26,0,0,0,0,0.231
3-2より,.325,54,40,13,2,0,1,10,14,0,0,0,0.5
