アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,106,32.9%,安打,95,75.4%
フライ,126,39.1%,四死球,27,21.4%
空三振,62,19.3%,失策出塁,3,2.4%
見三振,19,5.9%,野選,1,0.8%
犠打,9,2.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
