チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ソフトバンク,0.5,4,4,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1.0
日本ハム,0.125,5,10,8,1,1,0,0,1,4,2,1,2,0,0,0,0,0,0,0,0.3,0.5,0.8
楽天,0.1,6,17,10,0,1,0,0,0,1,0,2,5,0,0,2,0,0,0,0,0.4,0.1,0.5
オリックス,0.0,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.5,0.0,0.5
西武,0.143,4,14,14,1,2,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0.143,0.143,0.286
