HQS率-,SQS率-,被打率.297,被BABIP.330,被出塁率.396,被長打率.364,K/BB0.86,K/95.17,BB/96.03,HR/90.29,GO/AO0.76,援護率-,IPR2.24,NHB%23.3%
FIP,LOB%,RSAA,RSWIN,PR,KD,失点時回数,援護回,援護点,救援時回数,救援時失点,NHB,無失点,
4.01,77.3%,-2.36,-0.27,-1.42,114,6.1,0,0,31.1,14,7,23,
