条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.2,40,35,7,1,0,1,6,4,0,1,0
対左打者,0.219,34,32,7,1,0,0,10,1,0,1,0
