アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,26,47.3%,安打,14,73.7%
フライ,11,20.0%,四死球,5,26.3%
空三振,16,29.1%,失策出塁,0,0.0%
見三振,0,0.0%,野選,0,0.0%
犠打,2,3.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
