左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
44.4% (20),44.4% (20),44.4% (20),17.8% (8),17.8% (8),17.8% (8),37.8% (17),37.8% (17),37.8% (17)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
33.3% (3),- (0),47.2% (17),22.2% (2),- (0),16.7% (6),44.4% (4),- (0),36.1% (13)
