アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,19,38.0%,安打,9,64.3%
フライ,17,34.0%,四死球,4,28.6%
空三振,6,12.0%,失策出塁,1,7.1%
見三振,3,6.0%,野選,0,0.0%
犠打,5,10.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
