打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,15,3,0.2,0,4,0,0,0,0.2
2打席目,12,2,0.167,0,0,1,2,0,0.231
3打席目,11,2,0.182,0,2,0,3,0,0.182
4打席目,8,0,0.0,0,1,1,1,0,0.111
5打席目以上,4,2,0.5,0,1,2,0,0,0.667
