条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.250,12,12,3,2,0,0,0,0,0,0,0,0.25
1-0より,.300,10,10,3,0,0,1,0,0,0,0,0,0.3
2-0より,1.000,1,1,1,0,0,1,0,0,0,0,0,1.0
3-0より,-,1,0,0,0,0,0,0,1,0,0,0,1.0
0-1より,.333,6,6,2,0,0,0,0,0,0,0,0,0.333
1-1より,.143,8,7,1,1,0,0,0,0,0,1,0,0.143
2-1より,.167,6,6,1,1,0,0,0,0,0,0,0,0.167
3-1より,.250,8,4,1,0,0,0,0,4,0,0,0,0.625
0-2より,.143,7,7,1,0,0,0,4,0,0,0,0,0.143
1-2より,.133,15,15,2,0,0,1,9,0,0,0,0,0.133
2-2より,.286,14,14,4,0,0,1,2,0,0,0,0,0.286
3-2より,.417,20,12,5,1,0,2,4,8,0,0,0,0.65
