条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.222,58,54,12,3,0,3,13,4,0,0,0
対左打者,0.3,50,40,12,2,0,3,6,9,0,1,0
