球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
スライダー,48,52.2%,125.4,7,6,7,20,41.7%,31.8%,.400,10,4,0,3,0,0
ストレート,26,28.3%,143.5,1,2,7,10,38.5%,7.1%,.167,6,1,0,0,1,0
シュート,16,17.4%,143.0,1,1,3,6,31.3%,11.1%,.500,4,2,0,0,1,1
フォーク,2,2.2%,134.0,0,0,1,1,50.0%,0.0%,-,0,0,0,0,0,0
