種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,0.0,3,0,3,0,0,0,0,0,0,0,0,2.2,4,0,0,2,0,0,0,2.25,0.444,-,99.0
Visitor,0.0,2,0,2,0,0,0,0,0,0,0,0,3.0,3,0,3,0,1,0,0,1.0,0.273,-,99.0
