HQS率-,SQS率-,被打率.230,被BABIP.317,被出塁率.301,被長打率.291,K/BB3.58,K/99.60,BB/92.68,HR/90.22,GO/AO1.12,援護率-,IPR2.69,NHB%40.5%
FIP,LOB%,RSAA,RSWIN,PR,KD,失点時回数,援護回,援護点,救援時回数,救援時失点,NHB,無失点,
2.04,71.4%,-0.01,-0.00,-1.38,221,6.2,0,0,40.1,15,17,34,
