条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.234,73,64,15,5,0,3,19,8,0,1,0
対左投手,0.28,84,75,21,5,2,0,21,5,3,1,0
