月名,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
3・4月,.208,18,31,24,4,5,2,0,1,10,3,11,6,0,1,0,0,0,1,0,.387,.417,0.804
5月,.250,12,17,16,1,4,1,1,0,7,2,2,1,0,0,0,0,0,0,0,.294,.438,0.732
6月,.182,13,24,22,2,4,2,0,0,6,2,5,0,0,2,0,0,0,0,0,.250,.273,0.523
7月,.286,14,24,21,4,6,1,1,1,12,4,6,3,0,0,0,0,0,0,0,.375,.571,0.946
8月,.405,16,40,37,6,15,4,0,1,22,9,8,2,0,0,1,0,0,1,0,.436,.595,1.03
9月,.105,10,21,19,0,2,0,0,0,2,0,8,1,0,0,1,0,0,0,0,.150,.105,0.255
10月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
11月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
